,doc,word,freq
1661,22,30,2
1662,22,31,1
1663,22,32,2
1664,22,34,1
1665,22,35,2
1666,22,37,1
1667,22,38,1
1668,22,41,2
1669,22,42,2
1670,22,43,3
1671,22,45,4
1672,22,47,1
1673,22,51,3
1674,22,52,1
1675,22,55,3
1676,22,56,1
1677,22,57,1
1678,22,58,1
1679,22,59,4
1680,22,61,1
1681,22,65,1
1682,22,66,1
1683,22,67,1
1684,22,69,4
1685,22,70,5
1686,22,73,3
1687,22,74,3
1688,22,75,4
1689,22,76,4
1690,22,77,1
1691,22,79,1
1692,22,81,3
1693,22,82,4
1694,22,83,1
1695,22,85,1
1696,22,86,1
1697,22,90,3
1698,22,91,2
1699,22,92,1
1700,22,94,3
1701,22,95,3
1702,22,98,2
1703,22,99,2
1704,22,101,3
1705,22,102,3
1706,22,103,1
1707,22,104,1
1708,22,106,1
1709,22,107,11
1710,22,108,9
1711,22,109,1
1712,22,110,2
1713,22,111,3
1714,22,112,2
1715,22,113,4
1716,22,115,2
1717,22,120,1
1718,22,121,1
1719,22,129,2
1720,22,130,2
1721,22,132,1
1722,22,134,3
1723,22,136,2
1724,22,137,8
1725,22,138,2
1726,22,140,1
1727,22,142,1
1728,22,143,1
1729,23,131,1
1730,23,4,1
1731,23,5,2
1732,23,6,1
1733,23,135,1
1734,23,136,1
1735,23,137,4
1736,23,11,7
1737,23,141,4
1738,23,142,1
1739,23,15,1
1740,23,19,1
1741,23,134,2
1742,23,22,2
1743,23,25,1
1744,23,24,1
1745,23,132,1
1746,23,26,1
1747,23,28,2
1748,23,29,1
1749,23,30,1
1750,23,31,1
1751,23,34,2
1752,23,35,1
1753,23,37,3
1754,23,39,1
1755,23,41,2
1756,23,7,1
1757,23,45,3
1758,23,46,1
1759,23,48,1
1760,23,50,1
1761,23,51,1
1762,23,9,2
1763,23,56,1
1764,23,59,1
1765,23,61,2
1766,23,62,1
1767,23,63,1
1768,23,65,1
1769,23,67,2
1770,23,70,4
1771,23,73,5
1772,23,74,6
1773,23,76,5
1774,23,77,3
1775,23,78,3
1776,23,13,2
1777,23,81,1
1778,23,82,1
1779,23,83,1
1780,23,89,2
1781,23,90,3
1782,23,91,5
1783,23,93,1
1784,23,94,3
1785,23,95,1
1786,23,98,3
1787,23,99,1
1788,23,100,1
1789,23,102,3
1790,23,103,2
1791,23,104,1
1792,23,105,3
1793,23,107,3
1794,23,108,6
1795,23,111,3
1796,23,112,1
1797,23,113,1
1798,23,114,3
1799,23,115,7
1800,23,116,1
1801,23,117,1
1802,23,120,1
1803,23,121,1
1804,23,122,2
1805,23,123,1
1806,23,127,3
1807,24,1,2
1808,24,3,4
1809,24,5,8
1810,24,7,1
1811,24,9,2
1812,24,11,1
1813,24,14,1
1814,24,15,2
1815,24,17,3
1816,24,18,2
1817,24,19,3
1818,24,21,2
1819,24,23,1
1820,24,27,1
1821,24,28,3
1822,24,29,2
1823,24,30,1
1824,24,31,4
1825,24,32,4
1826,24,33,1
1827,24,34,2
1828,24,36,2
1829,24,37,2
1830,24,40,1
1831,24,41,3
1832,24,42,2
1833,24,44,3
1834,24,45,7
1835,24,47,6
1836,24,50,1
1837,24,52,1
1838,24,53,1
1839,24,55,3
1840,24,57,3
1841,24,59,1
1842,24,60,1
1843,24,61,1
1844,24,62,3
1845,24,64,1
1846,24,66,3
1847,24,67,3
1848,24,68,1
1849,24,69,4
1850,24,70,4
1851,24,73,1
1852,24,74,4
1853,24,76,1
1854,24,77,3
1855,24,78,1
1856,24,79,8
1857,24,80,3
1858,24,83,3
1859,24,85,3
1860,24,86,1
1861,24,89,3
1862,24,90,10
1863,24,91,4
1864,24,94,4
1865,24,95,2
1866,24,96,1
1867,24,98,2
1868,24,99,1
1869,24,100,2
1870,24,102,12
1871,24,103,1
1872,24,105,1
1873,24,107,2
1874,24,108,4
1875,24,109,1
1876,24,110,2
1877,24,111,3
1878,24,112,2
1879,24,113,2
1880,24,114,3
1881,24,116,2
1882,24,117,2
1883,24,118,2
1884,24,121,5
1885,24,122,1
1886,24,123,1
1887,24,124,1
1888,24,125,1
1889,24,127,5
1890,24,128,4
1891,24,129,3
1892,24,132,3
1893,24,134,1
1894,24,136,5
1895,24,137,8
1896,24,138,3
1897,24,139,4
1898,24,140,1
1899,24,141,4
1900,24,142,4
1901,24,143,1
1902,24,144,7
1903,25,128,1
1904,25,131,1
1905,25,132,3
1906,25,6,1
1907,25,7,1
1908,25,136,1
1909,25,137,2
1910,25,10,1
1911,25,140,1
1912,25,141,1
1913,25,15,1
1914,25,16,1
1915,25,17,1
1916,25,3,2
1917,25,26,1
1918,25,28,1
1919,25,31,3
1920,25,32,1
1921,25,37,1
1922,25,40,1
1923,25,41,1
1924,25,135,1
1925,25,44,2
1926,25,45,6
1927,25,47,3
1928,25,49,1
1929,25,51,1
1930,25,57,1
1931,25,65,1
1932,25,69,1
1933,25,70,3
1934,25,97,1
1935,25,73,2
1936,25,74,5
1937,25,75,2
1938,25,76,2
1939,25,77,1
1940,25,79,1
1941,25,83,1
1942,25,85,1
1943,25,87,1
1944,25,90,2
1945,25,143,1
1946,25,93,1
1947,25,94,1
1948,25,95,1
1949,25,144,2
1950,25,98,5
1951,25,100,1
1952,25,101,1
1953,25,102,1
1954,25,103,1
1955,25,104,1
1956,25,107,2
1957,25,108,1
1958,25,113,1
1959,25,115,5
1960,25,117,1
1961,25,119,2
1962,25,123,1
1963,25,127,1
1964,26,128,2
1965,26,1,1
1966,26,130,2
1967,26,3,1
1968,26,132,2
1969,26,5,3
1970,26,134,5
1971,26,129,2
1972,26,8,2
1973,26,9,2
1974,26,138,3
1975,26,11,3
1976,26,140,4
1977,26,141,1
1978,26,14,2
1979,26,16,2
1980,26,18,1
1981,26,19,3
1982,26,21,1
1983,26,22,1
1984,26,25,3
1985,26,29,2
1986,26,31,5
1987,26,32,4
1988,26,35,1
1989,26,36,1
1990,26,37,4
1991,26,38,6
1992,26,40,1
1993,26,41,4
1994,26,45,6
1995,26,47,1
1996,26,136,3
1997,26,51,1
1998,26,55,2
1999,26,57,1
2000,26,139,1
2001,26,59,2
2002,26,60,1
2003,26,10,2
2004,26,62,2
2005,26,65,1
2006,26,67,1
2007,26,69,2
2008,26,70,1
2009,26,73,1
2010,26,74,1
2011,26,75,4
2012,26,76,5
2013,26,79,2
2014,26,80,3
2015,26,81,5
2016,26,83,3
2017,26,84,2
2018,26,142,1
2019,26,87,1
2020,26,90,2
2021,26,91,7
2022,26,92,2
2023,26,94,3
2024,26,95,5
2025,26,96,1
2026,26,144,1
2027,26,99,3
2028,26,102,6
2029,26,103,1
2030,26,104,1
2031,26,107,5
2032,26,108,1
2033,26,109,3
2034,26,110,1
2035,26,61,3
2036,26,112,1
2037,26,113,3
2038,26,114,1
2039,26,115,1
2040,26,116,1
2041,26,117,2
2042,26,118,1
2043,26,119,2
2044,26,122,1
2045,26,123,1
2046,26,124,1
2047,27,1,1
2048,27,3,2
2049,27,5,1
2050,27,6,1
2051,27,7,1
2052,27,9,2
2053,27,11,2
2054,27,14,2
2055,27,15,1
2056,27,16,2
2057,27,17,3
2058,27,19,3
2059,27,20,2
2060,27,22,1
2061,27,23,1
2062,27,25,1
2063,27,26,4
2064,27,27,2
2065,27,30,1
2066,27,31,5
2067,27,32,3
2068,27,35,1
2069,27,36,2
2070,27,38,1
2071,27,40,2
2072,27,41,3
2073,27,42,4
2074,27,43,1
2075,27,45,2
2076,27,46,2
2077,27,47,1
2078,27,52,2
2079,27,53,1
2080,27,54,1
2081,27,55,1
2082,27,57,4
2083,27,59,3
2084,27,60,2
2085,27,61,1
2086,27,62,1
2087,27,64,2
2088,27,66,3
2089,27,67,2
2090,27,69,2
2091,27,70,6
2092,27,73,2
2093,27,74,4
2094,27,75,1
2095,27,76,4
2096,27,79,1
2097,27,80,2
2098,27,81,1
2099,27,83,1
2100,27,84,3
2101,27,86,1
2102,27,88,1
2103,27,89,2
2104,27,90,4
2105,27,91,2
2106,27,94,2
2107,27,95,1
2108,27,96,2
2109,27,98,6
2110,27,99,3
2111,27,100,3
2112,27,101,9
2113,27,102,2
2114,27,104,1
2115,27,105,2
2116,27,107,6
2117,27,108,6
2118,27,109,5
2119,27,110,1
2120,27,111,1
2121,27,113,5
2122,27,114,1
2123,27,117,4
2124,27,121,3
2125,27,122,1
2126,27,123,1
2127,27,127,1
2128,27,128,3
2129,27,130,2
2130,27,132,1
2131,27,134,3
2132,27,136,1
2133,27,137,2
2134,27,139,1
2135,27,140,6
2136,27,141,1
2137,27,142,4
2138,27,144,3
2139,28,1,1
2140,28,3,1
2141,28,4,1
2142,28,5,4
2143,28,9,2
2144,28,10,1
2145,28,11,1
2146,28,12,1
2147,28,15,1
2148,28,16,2
2149,28,17,2
2150,28,19,2
2151,28,21,1
2152,28,22,1
2153,28,23,1
2154,28,24,2
2155,28,25,1
2156,28,27,1
2157,28,28,3
2158,28,32,6
2159,28,34,1
2160,28,37,2
2161,28,39,3
2162,28,41,8
2163,28,42,2
2164,28,45,3
2165,28,46,1
2166,28,47,4
2167,28,53,1
2168,28,57,3
2169,28,58,1
2170,28,59,1
2171,28,60,2
2172,28,62,3
2173,28,63,1
2174,28,64,1
2175,28,65,2
2176,28,66,3
2177,28,67,1
2178,28,68,2
2179,28,69,2
2180,28,70,3
2181,28,73,1
2182,28,76,4
2183,28,79,2
2184,28,80,2
2185,28,81,2
2186,28,84,6
2187,28,85,1
2188,28,90,2
2189,28,91,2
2190,28,92,1
2191,28,94,1
2192,28,95,3
2193,28,99,3
2194,28,100,1
2195,28,101,1
2196,28,102,2
2197,28,103,2
2198,28,105,2
2199,28,106,1
2200,28,107,1
2201,28,108,2
2202,28,109,4
2203,28,110,2
2204,28,111,1
2205,28,113,1
2206,28,114,1
2207,28,117,1
2208,28,119,1
2209,28,121,5
2210,28,125,2
2211,28,126,1
2212,28,128,3
2213,28,129,1
2214,28,130,1
2215,28,132,3
2216,28,134,5
2217,28,135,2
2218,28,136,1
2219,28,138,1
2220,28,139,1
2221,28,140,4
2222,28,141,2
2223,28,142,1
2224,28,143,1
2225,29,130,1
2226,29,131,2
2227,29,5,1
2228,29,6,3
2229,29,136,1
2230,29,9,3
2231,29,138,1
2232,29,11,1
2233,29,140,3
2234,29,141,1
2235,29,14,2
2236,29,143,1
2237,29,144,5
2238,29,19,1
2239,29,22,1
2240,29,25,3
2241,29,26,1
2242,29,27,2
2243,29,28,1
2244,29,32,1
2245,29,33,1
2246,29,36,1
2247,29,37,1
2248,29,41,3
2249,29,45,3
2250,29,46,2
2251,29,47,2
2252,29,53,3
2253,29,59,2
2254,29,134,1
2255,29,66,1
2256,29,68,1
2257,29,70,4
2258,29,15,1
2259,29,75,2
2260,29,76,2
2261,29,78,1
2262,29,79,2
2263,29,80,2
2264,29,81,5
2265,29,83,3
2266,29,84,3
2267,29,142,2
2268,29,87,1
2269,29,88,1
2270,29,90,1
2271,29,91,2
2272,29,94,2
2273,29,95,3
2274,29,96,3
2275,29,16,1
2276,29,98,4
2277,29,99,2
2278,29,101,2
2279,29,102,3
2280,29,103,1
2281,29,104,1
2282,29,105,3
2283,29,106,1
2284,29,107,6
2285,29,108,1
2286,29,109,2
2287,29,110,1
2288,29,111,1
2289,29,112,2
2290,29,114,1
2291,29,115,3
2292,29,119,6
2293,29,121,1
2294,29,127,4
2295,30,1,1
2296,30,130,1
2297,30,131,1
2298,30,132,3
2299,30,134,3
2300,30,135,1
2301,30,9,1
2302,30,139,1
2303,30,13,1
2304,30,14,1
2305,30,144,1
2306,30,19,1
2307,30,21,1
2308,30,26,1
2309,30,27,2
2310,30,28,1
2311,30,29,1
2312,30,6,2
2313,30,39,2
2314,30,129,1
2315,30,41,1
2316,30,42,2
2317,30,45,2
2318,30,46,2
2319,30,47,1
2320,30,52,1
2321,30,54,1
2322,30,57,1
2323,30,62,1
2324,30,66,2
2325,30,11,2
2326,30,68,1
2327,30,70,5
2328,30,74,1
2329,30,78,1
2330,30,79,1
2331,30,80,1
2332,30,141,2
2333,30,82,1
2334,30,83,1
2335,30,89,1
2336,30,91,2
2337,30,94,1
2338,30,95,1
2339,30,16,2
2340,30,98,2
2341,30,99,3
2342,30,101,2
2343,30,104,1
2344,30,109,4
2345,30,114,1
2346,30,121,1
2347,30,126,1
2348,30,127,1
2349,31,128,2
2350,31,1,1
2351,31,130,1
2352,31,3,2
2353,31,132,2
2354,31,6,1
2355,31,7,1
2356,31,137,9
2357,31,10,2
2358,31,11,8
2359,31,13,5
2360,31,14,1
2361,31,15,1
2362,31,144,3
2363,31,17,1
2364,31,18,1
2365,31,19,11
2366,31,22,1
2367,31,23,3
2368,31,24,1
2369,31,25,1
2370,31,26,2
2371,31,28,3
2372,31,31,2
2373,31,33,2
2374,31,36,1
2375,31,37,2
2376,31,41,3
2377,31,42,1
2378,31,45,7
2379,31,47,1
2380,31,49,1
2381,31,51,2
2382,31,52,1
2383,31,53,1
2384,31,9,4
2385,31,56,1
2386,31,57,2
2387,31,61,3
2388,31,66,2
2389,31,67,5
2390,31,69,2
2391,31,70,4
2392,31,71,1
2393,31,72,2
2394,31,74,3
2395,31,76,2
2396,31,77,3
2397,31,78,2
2398,31,79,1
2399,31,80,1
2400,31,82,2
2401,31,83,3
2402,31,139,1
2403,31,86,2
2404,31,87,1
2405,31,89,3
2406,31,90,5
2407,31,91,1
2408,31,93,1
2409,31,94,2
2410,31,97,3
2411,31,98,5
2412,31,100,2
2413,31,101,1
2414,31,102,6
2415,31,103,4
2416,31,104,2
2417,31,107,2
2418,31,108,6
2419,31,111,1
2420,31,112,1
2421,31,113,2
2422,31,114,4
2423,31,115,2
2424,31,116,3
2425,31,117,3
2426,31,118,1
2427,31,119,1
2428,31,120,2
2429,31,121,3
2430,31,124,1
2431,31,143,1
2432,31,126,2
2433,31,127,2
2434,32,128,2
2435,32,130,1
2436,32,132,3
2437,32,6,3
2438,32,135,2
2439,32,137,1
2440,32,142,2
2441,32,15,1
2442,32,19,2
2443,32,23,2
2444,32,25,2
2445,32,26,2
2446,32,28,3
2447,32,31,2
2448,32,34,1
2449,32,36,1
2450,32,134,2
2451,32,41,1
2452,32,42,2
2453,32,45,4
2454,32,46,3
2455,32,47,1
2456,32,52,1
2457,32,9,3
2458,32,57,1
2459,32,59,1
2460,32,61,1
2461,32,62,1
2462,32,66,3
2463,32,69,2
2464,32,70,5
2465,32,73,6
2466,32,75,1
2467,32,76,3
2468,32,77,3
2469,32,79,3
2470,32,80,1
2471,32,83,2
2472,32,84,2
2473,32,87,1
2474,32,89,3
2475,32,90,2
2476,32,91,6
2477,32,94,3
2478,32,97,1
2479,32,98,2
2480,32,99,2
2481,32,100,1
2482,32,101,1
2483,32,102,2
2484,32,104,1
2485,32,107,3
2486,32,108,1
2487,32,110,2
2488,32,111,1
2489,32,112,2
2490,32,114,4
2491,32,115,1
2492,32,116,1
2493,32,117,1
2494,32,118,1
2495,32,119,1
2496,32,121,3
2497,32,122,1
2498,32,124,1
2499,32,127,1
2500,33,64,1
2501,33,130,3
2502,33,3,1
2503,33,132,1
2504,33,5,2
2505,33,134,4
2506,33,136,6
2507,33,9,2
2508,33,138,1
2509,33,139,3
2510,33,140,1
2511,33,141,2
2512,33,14,2
2513,33,15,1
2514,33,16,2
2515,33,17,2
2516,33,67,3
2517,33,22,3
2518,33,23,3
2519,33,137,2
2520,33,25,1
2521,33,26,2
2522,33,28,1
2523,33,29,1
2524,33,31,4
2525,33,32,3
2526,33,36,4
2527,33,37,1
2528,33,40,2
2529,33,41,1
2530,33,42,2
2531,33,45,2
2532,33,47,1
2533,33,52,1
2534,33,55,1
2535,33,59,1
2536,33,10,3
2537,33,19,1
2538,33,66,3
2539,33,11,3
2540,33,68,2
2541,33,69,1
2542,33,70,1
2543,33,72,1
2544,33,73,4
2545,33,74,1
2546,33,75,1
2547,33,78,1
2548,33,79,2
2549,33,80,1
2550,33,82,1
2551,33,142,2
2552,33,87,2
2553,33,88,1
2554,33,89,4
2555,33,90,3
2556,33,91,1
2557,33,92,2
2558,33,94,3
2559,33,144,1
2560,33,98,1
2561,33,100,2
2562,33,101,1
2563,33,102,4
2564,33,103,1
2565,33,105,1
2566,33,108,3
2567,33,113,2
2568,33,114,5
2569,33,115,2
2570,33,117,2
2571,33,121,1
2572,33,122,1
2573,33,127,1
2574,34,5,4
2575,34,6,1
2576,34,9,3
2577,34,10,1
2578,34,11,3
2579,34,14,1
2580,34,18,1
2581,34,19,4
2582,34,23,1
2583,34,24,3
2584,34,28,3
2585,34,31,2
2586,34,32,1
2587,34,34,2
2588,34,35,1
2589,34,36,1
2590,34,37,3
2591,34,41,1
2592,34,42,4
2593,34,44,1
2594,34,45,3
2595,34,47,2
2596,34,50,1
2597,34,51,2
2598,34,52,3
2599,34,53,4
2600,34,54,1
2601,34,55,3
2602,34,57,3
2603,34,58,2
2604,34,59,3
2605,34,60,1
2606,34,61,1
2607,34,62,2
2608,34,63,1
2609,34,66,2
2610,34,67,6
2611,34,68,1
2612,34,70,3
2613,34,72,1
2614,34,73,3
2615,34,74,1
2616,34,75,1
2617,34,76,2
2618,34,77,6
2619,34,78,1
2620,34,79,4
2621,34,82,2
2622,34,83,3
2623,34,84,1
2624,34,86,3
2625,34,87,1
2626,34,90,3
2627,34,91,5
2628,34,93,1
2629,34,95,3
2630,34,98,4
2631,34,99,1
2632,34,100,2
2633,34,102,3
2634,34,103,2
2635,34,105,1
2636,34,107,6
2637,34,108,4
2638,34,111,1
2639,34,112,1
2640,34,113,2
2641,34,114,2
2642,34,116,2
2643,34,118,2
2644,34,119,2
2645,34,120,1
2646,34,121,3
2647,34,123,1
2648,34,124,2
2649,34,125,1
2650,34,126,1
2651,34,127,2
2652,34,128,1
2653,34,129,1
2654,34,130,1
2655,34,131,2
2656,34,132,1
2657,34,133,1
2658,34,134,1
2659,34,135,1
2660,34,136,3
2661,34,137,3
2662,34,138,1
2663,34,139,3
2664,34,140,4
2665,34,141,2
2666,34,143,1
2667,34,144,2
2668,35,4,1
2669,35,5,1
2670,35,6,1
2671,35,9,2
2672,35,10,1
2673,35,11,1
2674,35,13,1
2675,35,14,2
2676,35,16,3
2677,35,17,3
2678,35,18,1
2679,35,19,3
2680,35,21,1
2681,35,22,2
2682,35,23,1
2683,35,24,1
2684,35,26,4
2685,35,28,1
2686,35,29,3
2687,35,30,1
2688,35,31,2
2689,35,32,3
2690,35,33,2
2691,35,34,1
2692,35,38,2
2693,35,40,1
2694,35,41,2
2695,35,42,6
2696,35,45,8
2697,35,47,1
2698,35,52,2
2699,35,53,1
2700,35,54,2
2701,35,55,1
2702,35,56,1
2703,35,57,3
2704,35,59,2
2705,35,63,1
2706,35,66,4
2707,35,67,3
2708,35,69,1
2709,35,70,7
2710,35,73,1
2711,35,74,2
2712,35,75,2
2713,35,76,1
2714,35,77,4
2715,35,79,2
2716,35,80,1
2717,35,82,2
2718,35,83,1
2719,35,84,2
2720,35,87,1
2721,35,89,1
2722,35,90,4
2723,35,91,2
2724,35,93,2
2725,35,94,2
2726,35,96,1
2727,35,97,1
2728,35,98,7
2729,35,99,1
2730,35,100,7
2731,35,101,5
2732,35,102,3
2733,35,103,1
2734,35,107,2
2735,35,108,3
2736,35,110,1
2737,35,111,5
2738,35,113,2
2739,35,114,2
2740,35,115,1
2741,35,116,1
2742,35,117,4
2743,35,121,1
2744,35,122,1
2745,35,124,5
2746,35,126,1
2747,35,127,2
2748,35,128,1
2749,35,129,1
2750,35,130,2
2751,35,131,1
2752,35,132,5
2753,35,134,3
2754,35,135,1
2755,35,138,2
2756,35,139,1
2757,35,140,2
2758,35,141,1
2759,35,142,1
2760,35,143,1
2761,35,144,1
2762,36,130,2
2763,36,5,2
2764,36,134,1
2765,36,8,1
2766,36,9,1
2767,36,11,1
2768,36,140,2
2769,36,13,1
2770,36,142,1
2771,36,15,2
2772,36,144,4
2773,36,17,2
2774,36,19,1
2775,36,20,1
2776,36,21,2
2777,36,27,1
2778,36,28,1
2779,36,31,5
2780,36,33,1
2781,36,35,1
2782,36,36,2
2783,36,37,1
2784,36,45,6
2785,36,46,1
2786,36,136,3
2787,36,55,1
2788,36,56,1
2789,36,57,1
2790,36,58,1
2791,36,61,1
2792,36,63,1
2793,36,67,1
2794,36,69,1
2795,36,76,2
2796,36,77,1
2797,36,79,2
2798,36,80,6
2799,36,81,1
2800,36,84,2
2801,36,14,1
2802,36,90,1
2803,36,91,2
2804,36,93,1
2805,36,94,2
2806,36,95,3
2807,36,98,1
2808,36,99,4
2809,36,100,1
2810,36,103,1
2811,36,105,2
2812,36,107,5
2813,36,108,3
2814,36,109,1
2815,36,112,1
2816,36,113,5
2817,36,119,1
2818,36,124,1
2819,36,127,1
2820,37,128,1
2821,37,130,1
2822,37,131,1
2823,37,132,2
2824,37,5,1
2825,37,134,4
2826,37,7,1
2827,37,136,2
2828,37,137,4
2829,37,138,1
2830,37,140,1
2831,37,13,1
2832,37,14,1
2833,37,15,1
2834,37,16,2
2835,37,17,2
2836,37,3,1
2837,37,20,1
2838,37,24,2
2839,37,25,2
2840,37,26,1
2841,37,27,1
2842,37,31,1
2843,37,33,2
2844,37,34,1
2845,37,37,1
2846,37,41,3
2847,37,135,1
2848,37,45,1
2849,37,47,3
2850,37,49,1
2851,37,53,1
2852,37,56,1
2853,37,59,1
2854,37,61,1
2855,37,65,1
2856,37,66,1
2857,37,67,6
2858,37,70,1
2859,37,71,1
2860,37,73,1
2861,37,74,3
2862,37,76,1
2863,37,77,4
2864,37,78,1
2865,37,84,1
2866,37,88,1
2867,37,89,3
2868,37,90,3
2869,37,91,3
2870,37,95,1
2871,37,144,3
2872,37,98,2
2873,37,99,1
2874,37,100,1
2875,37,102,1
2876,37,107,2
2877,37,108,2
2878,37,109,1
2879,37,110,1
2880,37,125,1
2881,37,112,1
2882,37,114,1
2883,37,116,1
2884,37,117,1
2885,37,119,1
2886,37,121,1
2887,37,143,1
2888,37,126,1
2889,37,127,3
2890,38,128,3
2891,38,129,4
2892,38,2,2
2893,38,3,1
2894,38,132,2
2895,38,133,1
2896,38,134,2
2897,38,1,1
2898,38,9,6
2899,38,10,2
2900,38,139,1
2901,38,13,1
2902,38,141,1
2903,38,16,2
2904,38,18,1
2905,38,19,1
2906,38,23,1
2907,38,26,2
2908,38,28,2
2909,38,29,4
2910,38,31,1
2911,38,33,1
2912,38,34,1
2913,38,36,2
2914,38,37,4
2915,38,40,2
2916,38,45,3
2917,38,47,3
2918,38,51,1
2919,38,52,2
2920,38,53,1
2921,38,137,3
2922,38,59,1
2923,38,70,1
2924,38,64,1
2925,38,66,1
2926,38,11,4
2927,38,68,1
2928,38,69,1
2929,38,130,1
2930,38,72,1
2931,38,73,2
2932,38,55,3
2933,38,76,1
2934,38,77,2
2935,38,79,6
2936,38,83,1
2937,38,85,1
2938,38,86,1
2939,38,87,1
2940,38,91,1
2941,38,92,1
2942,38,97,1
2943,38,98,3
2944,38,101,1
2945,38,102,5
2946,38,108,4
2947,38,111,1
2948,38,115,4
2949,38,116,1
2950,38,121,1
2951,38,122,1
2952,38,127,2
2953,39,128,3
2954,39,130,2
2955,39,3,2
2956,39,132,1
2957,39,133,2
2958,39,134,1
2959,39,135,2
2960,39,136,4
2961,39,9,1
2962,39,10,2
2963,39,11,14
2964,39,140,3
2965,39,141,5
2966,39,14,1
2967,39,16,4
2968,39,131,2
2969,39,26,1
2970,39,27,1
2971,39,28,2
2972,39,29,1
2973,39,5,4
2974,39,32,1
2975,39,35,1
2976,39,36,2
2977,39,39,2
2978,39,40,4
2979,39,41,4
2980,39,42,1
2981,39,45,4
2982,39,47,1
2983,39,51,1
2984,39,53,2
2985,39,54,1
2986,39,55,1
2987,39,59,1
2988,39,60,2
2989,39,138,2
2990,39,62,1
2991,39,67,1
2992,39,68,3
2993,39,69,4
2994,39,70,2
2995,39,71,2
2996,39,73,4
2997,39,75,1
2998,39,76,1
2999,39,78,6
3000,39,13,1
3001,39,80,2
3002,39,81,1
3003,39,82,1
3004,39,142,2
3005,39,86,2
3006,39,89,1
3007,39,91,2
3008,39,92,1
3009,39,93,2
3010,39,94,1
3011,39,95,1
3012,39,96,1
3013,39,97,1
3014,39,98,5
3015,39,99,3
3016,39,100,2
3017,39,101,1
3018,39,102,2
3019,39,107,6
3020,39,108,4
3021,39,109,4
3022,39,111,1
3023,39,113,1
3024,39,114,2
3025,39,115,7
3026,39,116,5
3027,39,118,1
3028,39,121,1
3029,39,123,1
3030,39,124,2
3031,39,125,1
3032,39,127,1
3033,40,1,3
3034,40,5,1
3035,40,6,1
3036,40,8,1
3037,40,9,3
3038,40,10,2
3039,40,11,1
3040,40,13,1
3041,40,14,1
3042,40,15,2
3043,40,16,2
3044,40,17,2
3045,40,18,2
3046,40,19,3
3047,40,20,1
3048,40,22,2
3049,40,25,1
3050,40,26,1
3051,40,28,2
3052,40,30,1
3053,40,31,2
3054,40,32,2
3055,40,33,1
3056,40,34,1
3057,40,35,1
3058,40,37,3
3059,40,38,1
3060,40,39,1
3061,40,40,2
3062,40,42,1
3063,40,45,6
3064,40,46,1
3065,40,47,3
3066,40,51,1
3067,40,52,1
3068,40,54,1
3069,40,55,2
3070,40,56,1
3071,40,57,1
3072,40,59,3
3073,40,62,1
3074,40,63,2
3075,40,64,3
3076,40,66,1
3077,40,67,1
3078,40,68,1
3079,40,69,4
3080,40,70,3
3081,40,72,1
3082,40,73,1
3083,40,74,2
3084,40,76,2
3085,40,77,2
3086,40,78,1
3087,40,79,7
3088,40,80,2
3089,40,81,3
3090,40,84,3
3091,40,85,4
3092,40,86,1
3093,40,87,1
3094,40,90,2
3095,40,91,2
3096,40,94,3
3097,40,95,2
3098,40,98,1
3099,40,99,3
3100,40,100,1
3101,40,101,3
3102,40,102,5
3103,40,103,1
3104,40,104,2
3105,40,105,2
3106,40,107,9
3107,40,108,1
3108,40,109,1
3109,40,110,1
3110,40,111,1
3111,40,112,2
3112,40,115,2
3113,40,116,2
3114,40,117,1
3115,40,119,1
3116,40,124,1
3117,40,125,1
3118,40,126,3
3119,40,127,7
3120,40,128,3
3121,40,129,7
3122,40,130,1
3123,40,132,2
3124,40,133,1
3125,40,134,2
3126,40,136,5
3127,40,138,5
3128,40,140,1
3129,40,141,2
3130,40,142,1
3131,40,144,1
3132,41,128,2
3133,41,129,1
3134,41,2,2
3135,41,3,1
3136,41,132,3
3137,41,133,2
3138,41,134,3
3139,41,7,2
3140,41,136,1
3141,41,9,4
3142,41,138,2
3143,41,11,4
3144,41,140,1
3145,41,13,3
3146,41,142,1
3147,41,143,1
3148,41,16,3
3149,41,18,4
3150,41,131,3
3151,41,20,1
3152,41,24,2
3153,41,28,1
3154,41,5,1
3155,41,35,1
3156,41,37,2
3157,41,40,1
3158,41,41,2
3159,41,42,1
3160,41,135,1
3161,41,45,4
3162,41,46,3
3163,41,47,3
3164,41,52,1
3165,41,53,5
3166,41,54,1
3167,41,137,6
3168,41,56,1
3169,41,57,3
3170,41,59,1
3171,41,60,1
3172,41,10,1
3173,41,62,1
3174,41,19,2
3175,41,65,1
3176,41,66,4
3177,41,67,5
3178,41,68,2
3179,41,70,4
3180,41,73,1
3181,41,74,2
3182,41,75,1
3183,41,77,3
3184,41,78,3
3185,41,79,4
3186,41,80,2
3187,41,83,3
3188,41,85,2
3189,41,89,1
3190,41,92,1
3191,41,94,1
3192,41,97,1
3193,41,98,7
3194,41,99,2
3195,41,102,5
3196,41,103,1
3197,41,105,1
3198,41,144,3
3199,41,108,1
3200,41,109,1
3201,41,110,1
3202,41,111,1
3203,41,113,1
3204,41,115,3
3205,41,116,3
3206,41,117,1
3207,41,119,1
3208,41,121,7
3209,41,124,1
3210,41,127,3
3211,42,128,5
3212,42,129,2
3213,42,130,1
3214,42,132,2
